block_number,total_supply,timestamp,time
15742306,18859620878917675162881133,1665701735,2022-10-13 22:55:35
15749306,18859620878917675162881133,1665786167,2022-10-14 22:22:47
15756306,18859620878917675162881133,1665870563,2022-10-15 21:49:23
15763306,18859620878917675162881133,1665955055,2022-10-16 21:17:35
15770306,18859620878917675162881133,1666039643,2022-10-17 20:47:23
15778306,18859620878917675162881133,1666136039,2022-10-18 23:33:59
15785306,18859620878917675162881133,1666220591,2022-10-19 23:03:11
15792306,18859620878917675162881133,1666305023,2022-10-20 22:30:23
15799306,18859620878917675162881133,1666389407,2022-10-21 21:56:47
15806306,18859620878917675162881133,1666473791,2022-10-22 21:23:11
15813306,18859620878917675162881133,1666558199,2022-10-23 20:49:59
15821306,18859620878917675162881133,1666655255,2022-10-24 23:47:35
15828306,18859620878917675162881133,1666739795,2022-10-25 23:16:35
15835306,18859620878917675162881133,1666824191,2022-10-26 22:43:11
15842306,18900000000000411437015912,1666908671,2022-10-27 22:11:11
15849306,18900000000000411437015912,1666993199,2022-10-28 21:39:59
15856306,18900000000000411437015912,1667077811,2022-10-29 21:10:11
15864306,18900000000000411437015912,1667174255,2022-10-30 23:57:35
15871306,18900000000000411437015912,1667258711,2022-10-31 23:25:11
15878306,18900000000000411437015912,1667343455,2022-11-01 22:57:35
15885306,18900000000000411437015912,1667427983,2022-11-02 22:26:23
15892306,18900000000000411437015912,1667512511,2022-11-03 21:55:11
15899306,18900000000000411437015912,1667596883,2022-11-04 21:21:23
15906306,18900000000000411437015912,1667681387,2022-11-05 20:49:47
15914306,18900000000000411437015912,1667777831,2022-11-06 23:37:11
15921306,18900000000000411437015912,1667862203,2022-11-07 23:03:23
15928306,18900000000000411437015912,1667946623,2022-11-08 22:30:23
15935306,18900000000000411437015912,1668031247,2022-11-09 22:00:47
15942306,18900000000000411437015912,1668115727,2022-11-10 21:28:47
15949306,18900000000000411437015912,1668200303,2022-11-11 20:58:23
15957306,18900000000000411437015912,1668296723,2022-11-12 23:45:23
15964306,18900000000000411437015912,1668381047,2022-11-13 23:10:47
15971306,18900000000000411437015912,1668465419,2022-11-14 22:36:59
15978306,18900000000000411437015912,1668550019,2022-11-15 22:06:59
15985306,18900000000000411437015912,1668634619,2022-11-16 21:36:59
15992306,18900000000000411437015912,1668719075,2022-11-17 21:04:35
16000306,18900000000000411437015912,1668815615,2022-11-18 23:53:35
16007306,18900000000000411437015912,1668900047,2022-11-19 23:20:47
16014306,18900000000000411437015912,1668984467,2022-11-20 22:47:47
16021306,18900000000000411437015912,1669068911,2022-11-21 22:15:11
16028306,18900000000000411437015912,1669153487,2022-11-22 21:44:47
16035306,18900000000000411437015912,1669238171,2022-11-23 21:16:11
16042306,18970871601094041426937599,1669322663,2022-11-24 20:44:23
16050306,18970871601094041426937599,1669419227,2022-11-25 23:33:47
16057306,18970871601094041426937599,1669503707,2022-11-26 23:01:47
16064306,18970871601094041426937599,1669588151,2022-11-27 22:29:11
16071306,18970871601094041426937599,1669672499,2022-11-28 21:54:59
16078306,18970871601094041426937599,1669757015,2022-11-29 21:23:35
16085306,18970871601094041426937599,1669841567,2022-11-30 20:52:47
16093306,18970871601094041426937599,1669938107,2022-12-01 23:41:47
16100306,18970871601094041426937599,1670022503,2022-12-02 23:08:23
16107306,18970871601094041426937599,1670106947,2022-12-03 22:35:47
16114306,18970871601094041426937599,1670191487,2022-12-04 22:04:47
16121306,18970871601094041426937599,1670276135,2022-12-05 21:35:35
16128306,18970871601094041426937599,1670360483,2022-12-06 21:01:23
16135306,18970871601094041426937599,1670446007,2022-12-07 20:46:47
